Frame ID,QR id,QR 2D,QR 3D
420,15,"(524, 190),(706, 178),(711, 356),(535, 371)","dist: 1.1033089231871265, yaw: -174.3647412474578, pitch: -4.522289677992966, roll: -4.37173013574096"
421,15,"(525, 189),(704, 178),(710, 356),(536, 371)","dist: 1.1038443506591433, yaw: -175.78956841605756, pitch: -6.488358880378861, roll: -4.145050143783875"
422,15,"(528, 189),(703, 179),(707, 357),(539, 373)","dist: 1.0991256639424398, yaw: -175.80887736471368, pitch: -10.53190015561014, roll: -4.062024989505129"
423,15,"(529, 190),(697, 181),(703, 357),(541, 377)","dist: 1.0957545252290497, yaw: -176.61249384741623, pitch: -14.875604079280322, roll: -4.395058802665388"
424,15,"(530, 183),(681, 176),(691, 350),(544, 374)","dist: 1.0900027293865149, yaw: -178.2984236726508, pitch: -23.454187589155836, roll: -4.678650255263486"
425,15,"(533, 184),(679, 176),(690, 349),(549, 375)","dist: 1.0931175492929859, yaw: -178.2567803558072, pitch: -25.681881894687688, roll: -5.230982914954614"
426,15,"(541, 184),(679, 176),(692, 348),(559, 377)","dist: 1.0912213661195094, yaw: -178.45623872272554, pitch: -29.11109069258753, roll: -5.779515085929069"
427,15,"(557, 182),(683, 174),(699, 346),(576, 377)","dist: 1.0893437376518098, yaw: -178.73420907976327, pitch: -33.306098560617464, roll: -6.249146290129069"
428,15,"(570, 181),(684, 172),(701, 344),(590, 377)","dist: 1.0890823556771467, yaw: -178.19758806846036, pitch: -37.45947381835372, roll: -7.062232673009563"
429,15,"(580, 180),(685, 170),(703, 341),(603, 377)","dist: 1.0897973192906538, yaw: -177.68899487719355, pitch: -40.638961133117334, roll: -8.187878653879164"
430,15,"(586, 180),(681, 170),(702, 339),(610, 377)","dist: 1.0950618609573906, yaw: -177.63609185379102, pitch: -43.3783887688959, roll: -8.9338325445706"
431,15,"(589, 182),(677, 172),(698, 342),(614, 379)","dist: 1.0935169591951253, yaw: -177.86102065159434, pitch: -45.88078595348043, roll: -8.903686312110219"
432,15,"(590, 182),(673, 172),(696, 340),(615, 379)","dist: 1.097320838718379, yaw: -177.53113457292682, pitch: -47.05467148952369, roll: -9.566202198524648"
433,15,"(592, 181),(671, 171),(693, 339),(616, 378)","dist: 1.097604487395099, yaw: -176.95764147508518, pitch: -48.32017309257539, roll: -9.836636713638189"
434,15,"(590, 178),(663, 168),(685, 336),(612, 375)","dist: 1.0960489429383693, yaw: -176.1578618878124, pitch: -50.07663500338116, roll: -10.334509237557496"
435,15,"(592, 177),(663, 168),(684, 335),(611, 374)","dist: 1.0994058114337157, yaw: -175.6748213191151, pitch: -50.35087235617973, roll: -10.20783879662692"
436,15,"(592, 177),(662, 168),(682, 335),(610, 373)","dist: 1.1029766368538474, yaw: -175.5181057742591, pitch: -50.6386105913637, roll: -10.078865339819359"
437,15,"(593, 182),(663, 173),(685, 339),(612, 378)","dist: 1.1058091868821047, yaw: -176.10410190423363, pitch: -50.38140123645942, roll: -9.960712374738513"
438,15,"(595, 191),(665, 178),(692, 343),(620, 386)","dist: 1.1094358362737753, yaw: -176.28971375419496, pitch: -50.110797281174975, roll: -11.486517467981338"
439,15,"(586, 234),(656, 220),(685, 384),(612, 429)","dist: 1.1149207482166472, yaw: -178.7482430899698, pitch: -50.40762561808155, roll: -9.47439922366822"
440,15,"(588, 258),(659, 244),(685, 409),(611, 452)","dist: 1.1238736389012818, yaw: -179.8708872439027, pitch: -50.09045340353271, roll: -7.415840576246645"
441,15,"(577, 254),(648, 242),(673, 401),(596, 441)","dist: 1.1604455573028334, yaw: -179.78089685307518, pitch: -49.2621561212971, roll: -7.000734702614222"
442,15,"(571, 226),(645, 214),(670, 378),(593, 419)","dist: 1.11800180500444, yaw: -178.53728042153853, pitch: -49.64055940142043, roll: -8.51050659575192"
443,15,"(575, 251),(650, 238),(680, 401),(601, 445)","dist: 1.1226312059734653, yaw: 179.33346870499759, pitch: -48.92739751601313, roll: -7.820859914504376"
444,15,"(569, 259),(645, 246),(674, 410),(595, 452)","dist: 1.1246875067605373, yaw: 178.48165514577036, pitch: -48.99586756531337, roll: -6.869711352089404"
445,15,"(563, 253),(640, 241),(669, 405),(588, 448)","dist: 1.1145626743093004, yaw: 178.9048066427156, pitch: -48.91815302977607, roll: -7.081459469434816"
446,15,"(551, 264),(631, 252),(659, 417),(575, 459)","dist: 1.1121487150201521, yaw: 178.19874488213168, pitch: -48.452001306497145, roll: -6.107864316327202"
447,15,"(544, 266),(628, 253),(655, 419),(568, 462)","dist: 1.1042562382368526, yaw: 178.68744604204196, pitch: -47.64115572011561, roll: -6.38560612715178"
448,15,"(542, 262),(631, 250),(658, 418),(565, 460)","dist: 1.0926840865863046, yaw: 178.41819350012972, pitch: -46.11874199284504, roll: -5.92876860556447"
449,15,"(534, 262),(631, 249),(658, 418),(557, 460)","dist: 1.0878645766333868, yaw: 178.61523559950052, pitch: -43.62863657022988, roll: -6.138370673601787"
450,15,"(527, 256),(631, 240),(660, 409),(552, 453)","dist: 1.085200532643686, yaw: 179.47623563172746, pitch: -41.14877079121919, roll: -7.565615912444641"
451,15,"(520, 245),(643, 229),(671, 403),(545, 444)","dist: 1.0647716457050036, yaw: 179.2472730481818, pitch: -35.104185113950116, roll: -7.156965220450848"
452,15,"(528, 238),(674, 222),(701, 399),(552, 436)","dist: 1.0635469383424132, yaw: 179.0623718921871, pitch: -25.654391342144358, roll: -6.781311799984869"
453,15,"(534, 231),(690, 215),(714, 395),(554, 426)","dist: 1.0676881735883117, yaw: 179.52873031932816, pitch: -20.594204579528846, roll: -6.119964295774823"
454,15,"(524, 204),(698, 192),(715, 375),(540, 399)","dist: 1.0548141135700597, yaw: -179.52225790988695, pitch: -13.22634169288359, roll: -5.004578531520578"
455,15,"(516, 193),(695, 186),(707, 371),(526, 387)","dist: 1.0514535378996233, yaw: 179.98761199564908, pitch: -10.2620082085398, roll: -3.159386394751854"
456,15,"(484, 185),(668, 181),(674, 364),(490, 372)","dist: 1.0667163490433587, yaw: -179.57902374483052, pitch: -4.18150638692353, roll: -1.8400528975747308"
457,15,"(467, 175),(653, 169),(659, 355),(474, 362)","dist: 1.05497285704586, yaw: -179.36123981190718, pitch: -3.4582614129898066, roll: -2.039606299366037"
458,15,"(466, 180),(651, 175),(656, 359),(471, 367)","dist: 1.0575785177319628, yaw: -178.27602784703785, pitch: -3.7231151223432484, roll: -1.9696066655917526"
459,15,"(446, 178),(632, 171),(637, 358),(452, 365)","dist: 1.046402116726809, yaw: -178.10521302269817, pitch: -3.7213136545152854, roll: -2.1265425708379992"
460,15,"(417, 178),(604, 176),(607, 361),(421, 364)","dist: 1.0472801095141844, yaw: -179.94012682738077, pitch: -1.2032850498713452, roll: -0.9105487979383344"
461,15,"(413, 176),(601, 178),(601, 364),(414, 364)","dist: 1.0377573066571133, yaw: 179.4122890278181, pitch: -2.0495605278200557, roll: 0.1728661256301926"
462,15,"(416, 173),(603, 176),(602, 363),(415, 362)","dist: 1.0335609765243738, yaw: 179.31805264654074, pitch: -3.509534293917047, roll: 0.5909744426939113"
463,15,"(414, 169),(601, 174),(599, 359),(412, 357)","dist: 1.039066328530255, yaw: 178.8601383062571, pitch: -2.501701110690578, roll: 1.0020528526569419"
464,15,"(427, 164),(613, 172),(610, 357),(424, 353)","dist: 1.0386158188460706, yaw: 177.37382630114053, pitch: -4.2763668631830205, roll: 1.7756971038835951"
465,15,"(434, 166),(620, 172),(617, 358),(432, 354)","dist: 1.042608965583387, yaw: 178.21672561706083, pitch: -4.045681487969152, roll: 1.4366964460350407"
466,15,"(436, 163),(622, 169),(618, 354),(433, 351)","dist: 1.0446039448002165, yaw: 179.61758111552896, pitch: -3.8929639300028938, roll: 1.313111109974992"
467,15,"(434, 171),(619, 178),(616, 362),(431, 360)","dist: 1.0434574677237032, yaw: 178.84408176333437, pitch: -4.841596311159948, roll: 1.3804441848741271"
468,15,"(440, 175),(624, 181),(622, 367),(437, 363)","dist: 1.0449582734688587, yaw: 177.66964077414917, pitch: -4.853125207886729, roll: 1.567411083716004"
469,15,"(447, 182),(631, 189),(628, 373),(443, 369)","dist: 1.053957453863861, yaw: 178.20174983362153, pitch: -3.7980529833749377, roll: 1.7111460663178737"
470,15,"(451, 184),(636, 190),(634, 374),(448, 370)","dist: 1.0581109120882877, yaw: 177.82348809631682, pitch: -2.1820063906411473, roll: 1.4813506288954026"
471,15,"(463, 187),(648, 194),(644, 378),(460, 374)","dist: 1.0587876799931402, yaw: 178.89559168731037, pitch: -3.7586733061579043, roll: 1.6292169889318817"
472,15,"(464, 199),(648, 205),(645, 388),(460, 385)","dist: 1.0647047051933882, yaw: 179.44638086180362, pitch: -2.9621524558998975, roll: 1.3940569755280456"
473,15,"(459, 193),(643, 200),(638, 382),(454, 377)","dist: 1.0709374049936424, yaw: 179.82304585212233, pitch: -1.7918300115848083, roll: 1.7766639599525862"
474,15,"(456, 179),(640, 189),(633, 371),(450, 364)","dist: 1.0659520860688032, yaw: 178.87393478035824, pitch: -2.9459392220561185, roll: 2.535244596623679"
475,15,"(462, 176),(646, 184),(640, 368),(457, 361)","dist: 1.0639789204812575, yaw: 178.78481610002746, pitch: -3.3051109676017716, roll: 2.2389368170366026"
476,15,"(465, 179),(648, 187),(643, 370),(459, 364)","dist: 1.0666768262660773, yaw: 178.72696158964212, pitch: -3.1800252624122076, roll: 2.17563631108446"
477,15,"(470, 187),(653, 195),(648, 378),(465, 373)","dist: 1.065869482450449, yaw: 179.0139387140492, pitch: -4.224524495457335, roll: 2.02231520082296"
478,15,"(472, 191),(655, 198),(650, 381),(467, 376)","dist: 1.0698555928456173, yaw: 179.51912794061832, pitch: -3.595625361260663, roll: 1.8606915988402895"
479,15,"(474, 192),(657, 200),(652, 382),(469, 377)","dist: 1.0726102214204662, yaw: 179.15927882746158, pitch: -3.3905950771126423, roll: 1.992476364237561"
480,15,"(477, 189),(659, 197),(654, 379),(471, 374)","dist: 1.0730513217970703, yaw: 179.26379871681272, pitch: -3.8732011143846505, roll: 2.064509255714615"
481,15,"(470, 171),(652, 179),(647, 360),(464, 355)","dist: 1.0750413724076235, yaw: 179.1565793653815, pitch: -3.1009920710714463, roll: 2.034922523307427"
482,15,"(468, 174),(650, 180),(647, 362),(465, 359)","dist: 1.0704615300815175, yaw: 178.9450099227733, pitch: -4.31416165688326, roll: 1.391941853280642"
483,15,"(470, 185),(652, 191),(649, 372),(467, 369)","dist: 1.0770913976507743, yaw: 179.08053645875808, pitch: -3.430137686455187, roll: 1.3752184910562761"
484,15,"(466, 202),(647, 206),(645, 388),(463, 384)","dist: 1.0826631199451704, yaw: 178.8915309927572, pitch: -2.489416055255218, roll: 1.2427515183903388"
485,15,"(461, 204),(642, 208),(641, 388),(459, 386)","dist: 1.0854133312504384, yaw: 179.0384373524183, pitch: -2.134820873492802, roll: 0.8972947608390068"
486,15,"(456, 203),(635, 208),(634, 388),(452, 385)","dist: 1.0843317432018102, yaw: 178.21425977996708, pitch: -3.0086613256487413, roll: 1.3559573033735541"
487,15,"(449, 202),(629, 207),(627, 386),(447, 383)","dist: 1.0882494647296392, yaw: 178.6971767726123, pitch: -2.4703491743729744, roll: 1.1879438015024313"
488,15,"(447, 199),(626, 204),(624, 383),(444, 380)","dist: 1.0873567422617232, yaw: 178.73434578820297, pitch: -3.0031278324185666, roll: 1.27700573150745"
489,15,"(448, 199),(627, 204),(625, 383),(445, 380)","dist: 1.0876163986098188, yaw: 178.74065104661466, pitch: -3.0072731991896906, roll: 1.2769080310414573"
490,15,"(446, 193),(625, 199),(623, 376),(443, 374)","dist: 1.0902368154737958, yaw: 178.78533441652272, pitch: -2.7489248194383906, roll: 1.2549116946385444"
491,15,"(441, 187),(620, 193),(618, 370),(439, 368)","dist: 1.0889530946959096, yaw: 178.46527866263372, pitch: -3.209587892607613, roll: 1.221223271660764"
